ID,Title,Status,Release,Description,RoadmapLink,MicrosoftNotes
498641,Microsoft Edge: Add “Summarize” and “Explain” Copilot actions in PDF reader,In development,September CY2025,Microsoft Edge will expand its existing “Ask Copilot” integration in the built-in PDF reader by introducing two new actions — “Summarize” and “Explain.” These options will allow users to generate a concise overview or simplify complex content within a PDF or selected portion. The new actions build on the existing “Ask Copilot” integration and follow the same enterprise controls and policies.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498641,
499077,Planner: Information Barrier support in Planner,In development,September CY2025,"Information Barrier (IB) support in Microsoft Planner will enable organizations to restrict access to plans and tasks based on user groups.  IB will help prevent data leakage, enforce internal policies, and support regulatory mandates by limiting plan visibility and collaboration to authorized segments.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=499077,
498897,Outlook: Global Address List Redesign,In development,September CY2025,"The Global Address List, or Address Book, is getting a major visual redesign to make it easier to navigate, show more contact information in the search results list, improve its accessibility, and improve its appearance overall. This window is accessible via the To/Cc/Bcc buttons in the email compose form. #newoutlookforwindows",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498897,
497941,Microsoft Copilot (Microsoft 365): Recent activity is part of Copilot's dynamic document snapshot in Word,In development,September CY2025,"Select the Activity tab within the Copilot summary at the top of a document for a summary of recent comments and changes. Choose a time window of 3 days, 1 week, or 2 weeks.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497941,
497849,Microsoft Copilot (Microsoft 365): Press and hold Win + C or Copilot key to activate voice on the Microsoft 365 Copilot app,In development,September CY2025,"Press and hold Win + C keys, or the dedicated Copilot key for applicable devices, and the Microsoft 365 Copilot app will activate voice. With voice, talk to Copilot like a personal assistant - interrupting and redirecting at any time to prepare for the workday, create documents, understand topics, and search for information. This shortcut to activate voice means you don't have to switch between screens to talk with Copilot. Enterprise-grade security and compliance are built in, so conversations stay private while productivity soars.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497849,
498231,Outlook: External tag in profile cards,In development,September CY2025,"For users that are external to your organization, an ""External"" tag will be shown in the top part of their profile card. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498231,
497998,Microsoft 365 app: Microsoft Places Support to GCCH and DoD,In development,September CY2025,"""Microsoft Places is an AI-powered workplace app for flexible work. Places helps organizations reimagine flexible work with AI, enables employees to connect more easily in person so that they can make the most of in-office days.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497998,
498493,Microsoft Viva: View and moderate private community content without being a member,In development,September CY2025,"This feature enables verified admins and Engage admins to access and moderate private community conversations without needing to be members of those communities. Admins will also be able to manage community settings, ensuring better governance and oversight across Viva Engage.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498493,
498226,Microsoft Teams: Deploy Teams frontline worker pilot in Teams Admin Center,In development,September CY2025,Deploy a frontline worker (FLW) pilot in Teams Admin Center,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498226,
498230,Microsoft Purview compliance portal: [Data Loss Prevention] - [Admin units support for SharePoint Online],In development,September CY2025,"Delegate management and remediation authority for different people in different regions or organization units with role-based access control (RBAC). For example, German investigators should be able to investigate alerts and audit events for only German users. This update extends support to SharePoint for Microsoft 365.

",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498230,
498160,Microsoft Purview compliance portal: eDiscovery - Microsoft Purview eDiscovery - Guest access for export downloads,In development,September CY2025,"This feature allows external guest users to securely access and download export packages from Purview eDiscovery cases, with administrators able to set restrictions such as allowed IP addresses and token expiration to support secure external collaboration. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=498160,
497915,Microsoft Copilot (Microsoft 365): Scope prompts to specific Channels in Teams in Copilot Chat,In development,September CY2025,Users will be able to scope their prompts to specific Channels in Teams to get more focused responses when using Copilot Chat.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497915,
497944,Microsoft Purview Compliance Portal: Service health dashboard,In development,September CY2025,"As a Microsoft Purview user, you'll be able to view outages, service issues, and advisories that might impact your services. This new dashboard will combine the services and solutions health of Purview, Microsoft 365 services, and Azure Cloud Services in one central place in the Purview portal, eliminating the need to go to several places to find this information. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497944,
497912,Microsoft Purview compliance portal: Optical character recognition (OCR) - Support for embedded images in files including Office files in SharePoint and OneDrive ,In development,September CY2025,"Optical character recognition (OCR) scanning enables Microsoft Purview to scan images for sensitive information. With Embedded support, OCR will scan content in DOCX, PPTX, XLSX and PDFs (scanned and hybrid containing searchable text and images). This will be in addition to support for standalone images",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497912,
497999,Microsoft 365 admin center: Agents usage report,In development,September CY2025,"A new agents usage report will be available in the Microsoft 365 admin center. The report will be scoped to include agents in M365 Copilot and Copilot Chat with usage by both M365 Copilot licensed and unlicensed users. The report will include total active agent users, total active agents, active users segmentation by licensed and unlicensed users, and active users and active agents segmentation by publisher type (i.e. user-created agents, agents built by your org, agents built by Microsoft, agents built by Microsoft partners). The report will also include usage details per user, agent, and user-agent pair.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497999,
497909,Microsoft CoPilot (Microsoft 365): List email attachments in M365 Copilot,In development,September CY2025,Users will be able to list the file attachments that they received or sent over email in M365 Copilot.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497909,
497834,Outlook: Quick steps in the pop-out ribbon,In development,September CY2025,Quick Steps are now integrated into the ribbon of email pop-out ribbon in the new Outlook for Windows and Web. Users can access and execute their configured Quick Steps directly while reading emails in separate windows. #newoutlookforwindows,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497834,
497671,Outlook: Copilot Proactive Drafts,In development,September CY2025,Copilot will detect emails that are most likely to need a response and pre-generate three options for you review and select from. Save time and energy responding to high priority emails with proactive drafts. ,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497671,
429645,Microsoft Copilot (Microsoft 365): Teams Channels in Context IQ,In development,September CY2025,Users will be able to search for and select Teams Channels in the Context IQ menu to help ground their prompts when using Copilot Chat.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=429645,
497297,Microsoft Copilot (Microsoft 365): Document snapshot in Word personalizes output,In development,September CY2025,The document snapshot helps the user focus faster by surfacing the most important information for them based on their personal context.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497297,
496148,Microsoft Teams: Preview of multiple camera view in Teams Rooms on Windows,In development,September CY2025,"When multiple camera views are enabled in Teams Rooms on Windows, the preview video on the front-of-room display and the camera settings dialog will show multiple camera views. This feature allows in-room users to be aware of all camera streams that are simultaneously streaming to remote users. This feature is available with the Teams Rooms Pro license.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496148,
496139,Microsoft 365 Admin Center: Prepurchase Capacity Packs for Microsoft 365 Copilot Chat,In development,September CY2025,This feature integrates pre-purchased capacity packs into Microsoft 365 admin center for M365 Copilot Chat. Administrators can apply pre-purchased message capacity to Microsoft 365 Copilot Chat before incurring pay-as-you-go charges.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496139,
497139,Microsoft Teams: Theme accent colors,In development,September CY2025,Make Teams feel more like your own with new customization options. Customize Teams colors by choosing your favorite theme accent color—just like you can in Outlook.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497139,
497131,Microsoft Viva: Introducing Viva Engage Role Management APIs on Microsoft Graph,In development,September CY2025,"We’re excited to announce that Viva Engage Role Management APIs in Microsoft Graph are releasing soon. These new APIs enable IT admins to programmatically manage Viva Engage-specific roles, including Corporate Communicator, Network Administrator and Verified Administrator. With these APIs, one can automate role assignments, retrieve role data, and streamline admin workflows across organization. Previously, roles such as Global Administrator, Yammer Administrator, and Knowledge Manager were already supported via Microsoft Graph through Entra. This update expands that capability to include all Viva Engage roles—bringing greater flexibility and control to your admin experience. The APIs are now available in beta version for allowing users to test and share their feedback as we prepare for the general availability.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497131,
497135," Microsoft Edge: Summarization, Translation, and Citation will soon be supported by Microsoft Copilot and Microsoft 365 Copilot Chat in our menus",In development,September CY2025,"Menus in Edge where the user has highlighted content in the browser will soon support a summarization, translation, and citation with Microsoft Copilot and Microsoft 365 Copilot Chat. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497135,
495465,Microsoft Places: Microsoft Places Support to GCC cloud,In development,September CY2025,Microsoft Places features will now be available in GCC cloud,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495465,
497111,Microsoft Copilot (Microsoft 365): Copilot Dashboard: Team Views,In development,September CY2025,"Scoped access enables managers to view Copilot insights specific to their own organizations both on the Copilot Dashboard and in additional Copilot reports on the Reports page. This allows leaders at different levels to monitor adoption and impact within their teams, while respecting organizational boundaries and privacy. Admins can configure access criteria and set minimum thresholds.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=497111,
496150,Microsoft Teams: Noise Suppression for Dial-In Participants in Teams Audio Conferences,In development,September CY2025,"Microsoft Teams will soon support noise suppression for dial-in participants. This feature automatically filters out background noise (e.g., traffic, typing) for users who join meetings via phone (PSTN). It enhances clarity and reduces distractions for all meeting participants. The feature will be rolled out gradually. However, if you'd like to enable it yourself, you will be able to do so via the Teams Admin Center:
1. Go to Meeting policy 2. Navigate to the Audio & video section 3. Set Noise suppression for dial-in participants to Enabled or programmatically with MicrosoftTeamsPowerShell by setting NoiseSuppressionForDialInParticipants setting inside of CsTeamsMeetingPolicy to ""Enabled"".",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496150,
496368,Microsoft Teams: Simultaneous role-specific Teams Town hall and Webinar views in Teams Rooms,In development,September CY2025,"With a Teams Room on Windows system, both attendees and presenters for Teams Town halls and Webinars can now simultaneously enjoy unique experiences in the same room. This new feature sets the in-room viewing experience on the front of room display to attendee view by default so presenter-specific features, such as the green room and backroom chat, or off-stage presenters are hidden. Presenters in the room can still see their view on the console and manage everything smoothly without distracting the audience. Available in Teams Rooms Pro.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496368,
496596,Microsoft Copilot (Microsoft 365): Content Sources in Copilot Chat,In development,September CY2025,Users will able to select content sources on Copilot Chat. When users select content sources the responses generated will be limited to content from the selected sources.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496596,
496364,Microsoft Edge: Microsoft 365 Copilot Chat access to page content will soon extend to work across multiple open tabs,In development,September CY2025,Microsoft 365 Copilot Chat in Edge will soon be able to answer contextual questions about a user's open window. This extends the existing capability which can only access the open page. All existing user settings and policies and DLP considerations will continue to be respected. ,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496364,
496144,Outlook: Folder Deletion Warning for Rules,In development,September CY2025,Outlook will show warning when you try to delete a folder that's used in a rule. This helps prevent accidental rule breakage and ensures your email flow remains uninterrupted. You'll be prompted to review or update affected rules before the folder is removed. #newoutlookforwindows,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496144,
496142,Outlook: Rule to display desktop alert,In development,September CY2025,"Create rules that trigger a desktop alert when specific emails arrive. This makes it easier to stay on top of important messages without missing a beat. Look for the new ""Display a Desktop Alert"" action when setting up or editing your rules. #newoutlookforwindows",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=496142,
495000,Microsoft Purview compliance portal: Purview Information Protection - Support for Cross Cloud Protected Files,In development,September CY2025,"This feature will enable customers working across cloud boundaries - worldwide cloud to GCC High or Microsoft 365 operated by 21-Vianet, to share files protected with Purview Information Protection sensitivity labels. Recipients in the other cloud will be able to view, edit, print, and more based on rights assigned by the document owner. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495000,
494809,Microsoft Copilot (Microsoft 365): Frontier and Microsoft agent user request approval flow in Microsoft 365 admin center,In development,September CY2025,"For Admins, agents in the Frontier program can be managed through the Microsoft 365 Admin Center. They are listed under the agents & connectors tab in Copilot Control System, where you can view all agent inventory for your organization. Agents built by Microsoft and available in the Frontier program will be displayed in the Agent Store. This feature will support users to request these agents if blocked by organizational policies. Admins will have the opportunity to further approve and reject these user request.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=494809,
495833,Microsoft Edge: A Refreshed Profile Flyout Experience for Better Clarity and Actionability,In development,September CY2025,"We’re updating the Microsoft Edge profile flyout to deliver a cleaner, more intuitive experience. The refreshed design makes it easier to distinguish between work and personal profiles, manage credentials, and quickly access key settings—all within a polished interface that supports modern browsing needs. With streamlined sign-in, clearer profile types, and organization branding preserved, this update enables a more efficient and trustworthy experience for customers.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495833,
495830,Microsoft Teams: Unified building and endpoint metadata for reporting,In development,September CY2025,"Teams Administrators can now use a single, unified process to upload and maintain the building and endpoint metadata that enriches calling and meeting reports. This new process replaces Reporting Labels and ensures that the building and endpoint information you upload is used in both Tenant Admin Center and Call Quality Dashboard.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495830,
494148,Microsoft Teams: Browser support on Teams Rooms on Windows touch boards,In development,September CY2025,"Teams Rooms on Windows-based touch boards, including the Surface Hub 3, now feature a private browsing mode with Microsoft Edge. This functionality allows users to access websites and line-of-business web applications on touch boards both during meetings and outside of them. IT administrators can manage browsing policies to ensure a secure and safe browsing experience.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=494148,
495467,Outlook: Insert Graphic,In development,September CY2025,"When composing a message in the new Outlook for Windows and Outlook on the web, there will be a new Graphics button under the Insert ribbon tab. This opens a panel that will allow users to search and pick from a large selection of emoji, stock photos, and stickers, which are inserted into the message when selected. #newoutlookforwindows",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495467,
495464,Microsoft Viva: Copilot Dashboard - Benchmarks,In development,September CY2025,"Compare Copilot active usage with benchmarks in Copilot Dashboard. External benchmarks will provide a reference for how usage compares to other companies. Internal benchmarks will enable users to compare similar groups, within your company.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495464,
495463,Microsoft Viva: Copilot Dashboard - Enhanced scope drilldown,In development,September CY2025,"Leaders and managers can drilldown and explore data in Copilot Dashboard by indirect groups, unlocking a new layer of visibility into Copilot adoption and impact.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=495463,
493319,Microsoft Teams: BYOD space peripheral health signals and reports in the Pro Management portal,In development,September CY2025,"Admins can proactively manage peripherals in bring your own device (BYOD) rooms and desks with reports in the Pro Management portal that now flag if devices are faulty, undetectable by a PC, missing, or moved. Reports in the Pro Management portal require a Teams Shared Devices license for the room, and reports for desks are in public preview.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=493319,
494687,Microsoft Viva: Copilot Dashboard - Updated meeting metrics for Intelligent Recap,In development,September CY2025,"Copilot Dashboard users can now view metrics that reflect both summarized and recapped meeting activity, offering a more complete view of Copilot’s impact in Teams. These updates replace previous Copilot Assisted Hour calculations and meeting metrics with unified “summarized or recapped” metrics, helping leaders better understand usage across their organization. The updated metrics are available in both the Copilot Dashboard and the M365 Copilot Impact report in Advanced Insights, with additional query support for Intelligent Recap meeting metrics.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=494687,
493754,Microsoft Purview compliance portal: Insider Risk Management - Experience enhancements to IRM alert investigation workflow,In development,September CY2025,"Experience enhancements to IRM alert investigation workflow including updates to the alert's ""All risk factors"" page and activity explorer. These enhancements will give customers the ability to maximize the visual space for their investigation. We are adding to each component a minimize/ maximize button and hiding the horizontal banner on the Alerts pages by default. We are also enhancing the All Risk Factors page for better UX.
",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=493754,
493948,Viva Engage - Export event posts,In development,September CY2025,"Organizers & co-organizers can now download all event questions (within the past 28 days) —including status, source, timestamps, upvotes and reactions—in a .csv file for easy filtering, analysis, and sharing. The option to export questions is available by default, if there is at least one question posted, on the event page. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=493948,
493323,Microsoft Teams: DoD support in Teams Rooms Pro Management ,In development,September CY2025,"Department of Defense (DoD) customer tenants now have access to the Teams Rooms Pro Management service and portal, enabling them to use the remote device management and analytics features of the solution while meeting high security and privacy standards.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=493323,
491633,"Microsoft Teams: Customize the screen in Teams Town hall through ""Manage what attendees see"" ",In development,September CY2025,"Organizers will be able to effortlessly enhance their Teams Town hall presentations. In “Manage what attendees see” users will be able to customize their screen using select layouts, backgrounds, and name tags, resulting in a polished, high-quality, and engaging event. This feature is available with a Teams Premium License.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=491633,
490561,Microsoft Teams: Enhanced Meeting Protection - Prevent Screen Capture,In development,September CY2025,"To address the issue of unauthorized screen captures during meetings, the Prevent Screen Capture feature ensures that if a user attempts to take a screen capture, the meeting window will turn black, thereby protecting sensitive information. This feature will be available on Teams desktop applications (both Windows and Mac) and Teams mobile applications (both iOS and Android). For users joining from unsupported platforms, they will be placed in audio-only mode to maintain the integrity of the meeting's content.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=490561,
491918,Microsoft Purview Compliance Portal: Information Protection - Sensitivity Label support in Engage,In development,September CY2025,Your organization can now manually apply Information Protection sensitivity labels in Engage. Sensitivity label support in this new application will allow admins to create labels and configure label publishing policies to determine which users and groups can manually label content in Engage. End users will be able to manually apply labels to Engage communities and in turn classify and protect their sensitive data via privacy and external user access controls.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=491918,
489229,Microsoft Viva: Viva Glint and Viva Insights Integration - Workplace Patterns Report in Viva Glint,In development,September CY2025,"An intuitive report that highlights the relationships between employee sentiment items and the workplace patterns and drivers that shape engagement. This feature eliminates the need for custom analysis, enabling users to share out of the box actionable insights with leaders—accelerating decision-making to drive meaningful actions across the organization",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=489229,
491028,Microsoft Intune: Customization of app installs with Enterprise Application Management,In development,September CY2025,Script installer offers you a way to have more control and customization around Win32 (including in EAM catalog) app installations. You now have the option to use a PowerShell script in place of command line configurations to install your app.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=491028,
491027,Microsoft Intune: Intune Suite - Operational dashboard to gain insight on EPM status and elevations.,In development,September CY2025,The dashboard focuses EPM insights on rollout status as well as elevations in the environment and suggestions for new rules to create.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=491027,
490055,Microsoft Teams: Silent test call,In development,September CY2025,"Silent Test enables IT administrators to proactively run synthetic Teams call simulations to specific subnets, helping assess network readiness and detect potential issues before they impact users, ensuring a seamless communication experience.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=490055,
490738,Microsoft 365 Admin Center: Usage reports - Message consumption for Pay-as-you-go experiences in Copilot Chat.,In development,September CY2025,"A new report to help IT admins manage costs for billed messages that are Pay-as-you-go enabled for Copilot Chat. Reporting includes drill down of billed messages per user, per billing policy, per agent-level and agent-user level pair.
",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=490738,
490051,Microsoft Teams: Copilot in Teams can generate an audio overview of your meetings,In development,September CY2025,"Copilot can generate an audio overview of your transcribed meetings, transforming one or multiple meetings into an engaging listening experience. Users can choose how they want to listen: select one or two speakers, adjust the tone from concise to playful, and tailor the length. This capability is only available in English currently. ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=490051,
489492,Microsoft Purview compliance portal: Microsoft Purview Data Security Posture Management for AI Apps and agents,In development,September CY2025,Apps and agents in Microsoft Purview Data Security Posture Management for AI apps enables administrators to view a dashboard of agents used across the organization and identify and manage any potential data security risks. Administrators can access detailed insights into sensitive data that specific agents have accessed and see how these agents are protected by Purview data security policies. The detailed agent view also indicates what policies are applied to the agent and provides the option for administrators to create a policy directly from this view to address any coverage gaps.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=489492,
485733,Microsoft Purview compliance portal: Site default labeling for SharePoint Online and Copilot,In development,September CY2025,"This new capability further integrates SharePoint Online with Purview sensitivity labeling. SharePoint Online document library owners can set a new type of default label on the library, which automatically applies that label to all unprotected Word, Excel, PowerPoint, and PDF files within the library. This simplifies labeling in bulk across document libraries in an organization, enriches DLP and Copilot with signal to allow admins to monitor and restrict access to this content, and enables inheritance of sensitivity labels to output artifacts in Copilot.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=485733,
490213,Outlook: Account Switcher for Copilot Tab,In development,September CY2025,You can now switch between accounts on the Copilot tab. Simply swipe left to open the the left-navigation and select from the list of supported accounts.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=490213,
487848,Microsoft Copilot (Microsoft 365): Copilot can now answer questions about opened Copilot Pages in chat,In development,September CY2025,"When using Copilot Pages side-by-side in Copilot Chat, you can now ask questions in chat about your open page, and Copilot will provide answers based on the contents of that page.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=487848,
488297,SharePoint: Copilot actions in SharePoint document libraries,In development,September CY2025,"When you select an item in OneDrive on the Web, the Copilot button appears, offering a range of actions you can perform on that item. The same feature and actions are coming to document library views in SharePoint and Teams.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=488297,
490056,Microsoft Teams: New Voice Applications Settings for Authorized Users in GCC High and DoD (Premium),In development,September CY2025,"Voice applications policies allow you to create and assign voice application policies to authorized users. Voice application policies control what configuration changes an authorized user can make to the auto attendants and call queues they're authorized for. Authorized users, with permissions from Teams admins, can configure their call queues and auto attendants using Teams settings and opt in or out their team members to optimize for business needs. This is a Teams Premium feature.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=490056,
489811,Microsoft Viva: Viva Glint - Export Team Summary report in Viva Glint to editable PowerPoint slides,In development,September CY2025,"Managers will be able to export default sections from the Team Summary report in Viva Glint directly to editable PowerPoint slides. This enhancement allows for easier and quicker consumption of this report outside Viva Glint, compared to the previous export method which included static screenshots.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=489811,
